name,description,address,access,business_hours,holiday,phone_number,homepage,area
京都霊山護国神社,慶応4年5月10日（1868年6月29日）、明治天皇から維新を目前にして倒れた志士たち（天誅組など）の御霊を奉祀するために、京都・東山の霊山に佳域社を創建せよとの詔・御沙汰が発せられた。それに感激した京都の公家や山口・高知・福井・鳥取・熊本などの諸藩が相計らい、霊山の山頂から山腹にかけてそれぞれの祠宇を建立したのが当社創建のはじまりであり、招魂社の最初でもあった。靖国神社よりも古い歴史を持つ。,京都市東山区清閑寺霊山町1,市バス「東山安井」下車、徒歩約7分,9：00～17：00,無休,075-561-7124,http://www.gokoku.or.jp/,京都市東山区
清水寺,開創778年。大きな慈悲を象徴する観音さまの霊場として、古くから庶民に開かれ幅広い層から親しまれてきた。京都の東、音羽山の中腹に広がる13万平方メートルの境内には、国宝と重要文化財を含む30以上の堂塔伽藍が建ち並ぶ。創建以来、10度を超える大火災にあいそのたびに堂塔を焼失したが、篤い信仰によって何度も再建された。現在の伽藍はそのほとんどが1633年に再建されたもの。1994年にはユネスコ世界文化遺産「古都京都の文化財」のひとつとして登録された。,京都市東山区清水1丁目294,京阪電車「祇園四条」駅・阪急電車「京都河原町駅」下車、市バス「清水道」または「五条坂」から徒歩約10分,6：00～18：00※夏は～18：30（7月～8月）,無休,075-551-1234,http://www.kiyomizudera.or.jp,京都市東山区
京都熊野神社,、創建弘仁2年（811年）に修験道の日圓が国家護持の為に紀伊国熊野から熊野大神を勧請したのに始まる。熊野詣を度々行っていた白河上皇は、すぐ近くにある熊野として当社も厚く崇敬していた。寛治4年（1090年）、上皇は園城寺の増誉を熊野三山検校に補任し、増誉を開山として当社の北東に聖護院を創建させ、当社はその鎮守社とされた。また、当社の周りから聖護院にかけて大きな森があったが、以降この森は聖護院の森といわれるようになった。御祭神は、我国最初の夫婦神である伊弉諾尊・伊弉冉尊とその御子神 天照大神であり、縁結び・安産のご利益がある。,京都市左京区聖護院山王町,京阪電車「神宮丸太町」駅下車、東へ徒歩約5分市バス「熊野神社前」下車、徒歩約1分,(1/1〜2/15)開門時間7：00～17：00受付時間9：00～17：00(2/16〜12/31)開門時間7：00～16：00受付時間9：00～16：00,-,075-771-4054,-,京都市左京区
熊野若王子神社,永暦元年（１１６０）後白河法皇が熊野権現を禅林寺（永観堂）の守護神として勧請せられ祈願所とされた正東山若王子の鎮守であったが、明治初年の神仏分離によって当社のみが今日に残った。夷川通りに鎮座せられていた室町時代作の恵比須を祀っている。足利尊氏、義政が、この地に花を愛で宴を開いたと伝えるが今日でも東方山中に瀑布が有り奇岩老樹も多く、夏は納涼地、秋は紅葉の名所として聞こえている。社殿は度々荒廃し、明治の修築の際本宮、新宮、那智、若宮などがあったが、現在は１社相殿になっている。,京都市左京区若王子町2,市バス「南禅寺・永観堂前」下車、徒歩約10分市バス「東天王町」下車、徒歩約10分,境内終日社務業務9：00～17：00,無し,075-771-7420,-,京都市左京区
鞍馬寺,770年に鑑真和上の弟子である鑑禎上人によって開創された。夢の中で聞いたお告げに従い鞍馬山に登った際、鑑禎上人は鬼女に襲われたが、毘沙門天に助けられる。そこで毘沙門天を祀る草庵を建てたことが、鞍馬寺のはじまりとされている。史実との関わりや多くの伝説が残るパワースポット。春は桜、秋は紅葉の名所。,京都市左京区鞍馬本町1074,叡山電車・京都バス「鞍馬」下車,本殿開扉9：00～16：15霊宝殿開館9：00～16：00,-,075-741-2003,https://www.kuramadera.or.jp/,京都市左京区
車折神社,平安時代後期の儒学者 清原頼業の没後に建立された廟所にはじまるとされる。頼業は深い学識と実務能力から九条家の祖 九条兼実に仕え重用されるなど大変に優れた人物であった。鎌倉時代に後嵯峨天皇が嵐山へ行幸した際、頼業の廟の前で牛車が動かなくなってしまったが、この時に天皇が廟の門の右にあった石を「車折の石」と呼んで正一位 車折大明神の神号を授けたことから現在の社名となったという。境内には天宇受売命を祀る『芸能神社』が鎮座し、あらゆる芸能・芸術・技芸の分野で活躍する人たちに強い信仰がある。,京都市右京区嵯峨朝日町２３番地,京福電車「車折神社」下車、徒歩約1分市バス・京都バス「車折神社前」下車、徒歩約1分,9：30～17：00,無休,075-861-0039,http://www.kurumazakijinja.or.jp,京都市右京区嵯
桂春院,妙心寺の塔頭のひとつ。慶長3年（1598）、織田信長の嫡男信忠の次男である津田秀則によって見性院として創建され、寛永9年（1635）に美濃国（現岐阜県）の豪族石河貞政が建物を完備し、名を桂春院と改めた。方丈内部の襖絵は狩野山雪の筆。茶室既白庵（きはくあん）は長浜城から書院とともに移築されたもの。「侘」「清浄」「思惟」「真如」と名付けられた4つの庭は、国の名勝及び史跡に指定されている。,京都市右京区花園寺ノ中町11,JR「花園」下車、徒歩約20分市バス「妙心寺北門前」または「妙心寺前」下車、徒歩約5分京都バス「妙心寺前」下車、徒歩約10分,9：00～17：00（冬は～16：30）,1月2日（法要のある時は、年に1、2回）,075-463-6578,-,京都市右京区
華光寺,天正11年（1583）日堯の隠居所として創建され，本尊は十界曼荼羅で，毘沙門天像は鞍馬寺の像と同木同作と伝え，豊臣秀吉が伏見城で信仰していたのを寄進したといわれている。「出水七不思議」の二つ、秀吉の手植えという「時雨松」と五色の花を付けたという「五色椿」が近年まであったが枯死した。,京都市上京区出水通六軒町西入七番町331,市バス「千本出水」下車、徒歩約2分地下鉄東西線「二条」駅下車、北へ徒歩約10分,9：00～15：00,なし,075-841-5807,-,京都市上京区
華厳寺（鈴虫寺）,臨済宗の寺院。本尊は大日如来。鈴虫を四季を通して飼育しているため、通称「鈴虫寺」と呼ばれている。様々な種類の竹を集めた庭園や、わらじを履き、願い事を一つだけ叶えるという「幸福地蔵」、僧侶による参拝者への茶菓のもてなしと鈴虫説法なども有名で、京都市内の寺院の中でも特に積極的な拝観者招致策を展開し、成功した例としても知られる。,京都市西京区松室地家町31,阪急嵐山線「松尾大社」駅下車、徒歩約10分市バス「苔寺道」下車、徒歩約5分京都バス「苔寺すずむし寺」下車、徒歩約3分,9：00～16：30,なし,075-381-3830,http://www.suzutera.or.jp/,京都市西京区
源光庵,正式な名を鷹峰山宝樹林源光庵という曹洞宗の寺院。今から約670年前の貞和2年（1346年）、臨済宗大徳寺2代・徹翁国師によって開創され、元禄７年（1694年）に加賀・大乗寺27代・卍山白道禅師が住持、以降、曹洞宗の寺院となった。本堂は卍山禅師に帰依した金沢の富商・中田静家居士の寄進によって元禄7年に建立され、ご本尊として華厳の釈迦牟尼佛、脇立に阿難尊者、迦葉尊者をお祀りしている。「悟りの窓」と名付けられた丸窓と「迷いの窓」という名の角窓がある。悟りの窓の円型は「禅と円通」の心を表し、円は大宇宙を表現している。迷いの窓の角型は「人間の生涯」を象徴し、生老病死の四苦八苦を表している。本堂の⾎天井は、伏⾒桃⼭城の遺構。,京都市北区鷹峯北鷹峯町47,市バス北1系統・6系統「鷹峰源光庵前」下車、徒歩約1分,9：00～17：00（受付終了16：30）,無休（法要行事のあるときは拝観中止の時間あり）,075-492-1858,https://genkouan.or.jp/,京都市北区
建仁寺,建仁寺は建仁二年（1202年）将軍源頼家が寺域を寄進し栄西禅師を開山として宋国百丈山を模して建立された。創建時は真言・止観の二院を構え天台・密教・禅の三宗兼学の道場として当時の情勢に対応していた。その後、正嘉元年（1258年）東福寺開山円爾弁円が当山に入寺し境内を復興、禅も盛んとなった。正元元年（1259年）宋の禅僧、建長寺開山蘭渓道隆が入寺してからは禅の作法、規矩（禅院の規則）が厳格に行われ純粋に禅の道場となった｡,京都市東山区大和大路四条下ル小松町584,京阪電車「祇園四条」下車市バス「四条京阪前」または「東山安井」下車,10：00～17：00（受付終了16：30）,4/19、4/20、6/4、6/5その他法要で休止日有,075-561-6363,https://www.kenninji.jp/,京都市東山区
