name,description,phone_number,address,access,business_hours,homepage,holiday,genre
ますだ茶舗 TEA STAND SHOP,大正元年創業、添加物等は一切使用せず、厳選した本物の宇治茶のみをブレンドするお茶の専門店。こちらのティースタンドでは宇治抹茶ラテやティーソーダ、煎茶や抹茶甘酒などのドリンクが味わえる。,0774-21-4034,〒611-0021 京都府宇治市宇治蓮華21-6,JR奈良線「宇治」駅より徒歩8分京阪電車 京阪宇治線 「宇治」駅より徒歩7分,10:00～17:00,https://masudachaho.com/,不定休,ドリンク
然花抄院 京都室町本店 ,京都室町通り、老舗の呉服商が立ち並ぶ一角に2009年8月にオープン。光溢れる庭を眺めつつ、出来立てのお茶とお菓子を楽しめる。然ノ氷宇治金時や冷抹茶は季節限定。,075-241-3300,〒604-0021 京都市中京区室町通二条下ル蛸薬師町271-1,地下鉄「烏丸御池駅」2番出口より徒歩6分,11：00-18：00（喫茶17：30ラストオーダー）,https://www.zen-kashoin.com/muromachistore/zencafe/index.html,第2・4月曜日,かき氷
中村藤吉本店 宇治本店,地元では屋号から”まるとさん”の愛称で親しまれている1854年創業の老舗茶舗。お座敷で石臼での挽き茶体験や濃茶・薄茶体験が楽しめる。竹の器に入った生茶ゼリイやまるとパフェが食べられるのは本店のみ。かき氷やぜんざいは季節限定。,0774-22-7800,〒611-0021 京都府宇治市宇治壱番１０,JR奈良線「宇治」駅から徒歩1分京阪「宇治」駅から徒歩10分,10:00-17:30(LO16:30),https://www.tokichi.jp/stores/map_honten.html,無休,パフェ ぷるぷるスイーツ かき氷 ぜんざい
中村藤吉本店 京都駅店,地元では屋号から”まるとさん”の愛称で親しまれている1854年創業の老舗茶舗。ガラスの器に入った生茶ゼリイやまるとパフェが食べられるのは京都駅店のみ。かき氷やぜんざいは季節限定。他にもドリンクやスイーツが充実している。,075-352-1111 ,〒600-8215 京都府京都市下京区烏丸通塩小路下ル東塩小路町 JR京都伊勢丹 レストラン街［JR西口改札前イートパラダイス］3F,JR「京都駅」から徒歩1分,11:00-22:00(L.O 21:00),https://www.tokichi.jp/stores/map_kyoto.html,施設に準ずる,パフェ ぷるぷるスイーツ かき氷 ぜんざい
通圓,1160年創業の老舗茶舗。足利義政、豊臣秀吉、徳川家康もお茶したと言われる。宇治橋と宇治川の流れを眺めながら、スイーツや茶そばを楽しめる。陶器のグラスに入った抹茶パフェや、茶団子セット、あんみつなどが食べられる。,0774-21-2243,〒611-0021 京都府宇治市宇治東内１,JR奈良線「宇治」駅から徒歩9分京阪「宇治」駅から徒歩2分,9:30~17:30,http://www.tsuentea.com/shop/teasalon.html,年中無休,パフェ お団子 あんみつ
二軒茶屋,八坂神社の鳥居内に構える創業480年以上の老舗茶屋。田楽豆腐発祥の店としても知られる。名前の由来は神社の表参道に二軒の茶屋が向かい合っていたことから。フォルムが可愛い抹茶パフェやあんみつ、抹茶プリンなどが味わえる。,075-561-0016 ,〒605-0074 京都府京都市東山区 605-0073 京都市東山区祇園八坂神社 鳥居内,京阪本線 「祇園四条駅」6号出口 徒歩10分阪急京都線 「河原町駅」1B出口 徒歩13分,平日：11:00〜18:00 土日祝：11:00〜18:00,http://www.nikenchaya.jp/,水曜日,パフェ あんみつ ぷるぷるスイーツ
茶寮都路里 祇園本店,「祇園辻利」プロデュースの祇園を代表する人気甘味処。常時8種以上のパフェや季節ごとのパフェ、クリームあんみつ、アイスクリームなどが楽しめる。かき氷、冷やしぜんざい、冷やしわらび餅は季節限定。,075-561-2257,〒605-0074 京都府京都市東山区祇園町南側５７３−３祇園辻利本店 2階・3階,京阪電車「祇園四条駅」6号出口から徒歩3分,平日 - 10:00～21:00（L.O. 20:00）土・日・祝 - 10:00～21:00（L.O. 19:30）,https://www.giontsujiri.co.jp/store/saryotsujiri-honten/#information,無,パフェ あんみつ アイスクリーム かき氷 ぜんざい プルプルスイーツ
茶寮都路里 京都伊勢丹店,「祇園辻利」プロデュースの人気甘味処。常時8種以上のパフェや、クリームあんみつ、アイスクリームなどが楽しめる。かき氷、冷やしぜんざい、冷やしわらび餅は季節限定。店舗限定パフェも味わえる。,075-352-6622,〒600-8555 京都府京都市下京区東塩小路町９０１ ジェイアール京都伊勢丹 6階,JR「京都駅」から徒歩1分,10:00～20:00（L.O. 19:30）,https://www.giontsujiri.co.jp/store/kyoto-isetan/#information,不定休,パフェ あんみつ アイスクリーム かき氷 ぜんざい プルプルスイーツ
祇園辻利 祇園本店,「祇園辻利」プロデュース。ソフトクリームやドリンク、フロートなどが楽しめる。店内ではお茶の葉や手土産などが購入できる。,075-551-1122,〒605-0074 京都府京都市東山区祇園町南側５７３−３,京阪電車「祇園四条駅」6号出口から徒歩3分,10:00～21:00,https://www.giontsujiri.co.jp/store/giontsujiri-honten/,不定休,アイスクリーム ドリンク
祇園辻利 京都駅 八条口店,「祇園辻利」プロデュース。ソフトクリームやドリンク、フロートなどが楽しめる。抹茶デミダス、京ふわわは八条口店限定。,075-681-0001,〒600-8214 京都府京都市下京区東塩小路高倉町８−３,JR「京都駅」下車 八条口側1階新幹線改札口より右2件隣り,8:30〜21:00,https://www.giontsujiri.co.jp/store/hachijo-guchi/,不定休,アイスクリーム ドリンク
辻利  京都店,1860年創業の宇治の老舗・辻利によるカフェ＆ショップ。こだわりの抹茶を使ったドリンクやスイーツが楽しめる。京ラテや京スムージー、辻利ソフトなどが味わえる。,075-551-0220,〒605-0075 京都府京都市東山区四条通大和大路西入中之町 215,京阪電鉄 「祇園四条駅」6番出口 徒歩約1分阪急電鉄 「河原町駅」1番出口 徒歩約4分京都市営バス／京都バス／京阪バス「四条京阪前」より徒歩約1分、「四条河原町」より徒歩約5分,12:00～18:00,https://www.kataoka.com/tsujiri/shop/kyoto/,無休,アイスクリーム ドリンク
辻利 京都タワーサンド店,1860年創業の宇治の老舗・辻利によるカフェ＆ショップ。こだわりの抹茶を使ったドリンクやスイーツが楽しめる。京ラテや京スムージー、辻利ソフトなどが味わえる。,075-744-6417,〒600-8216 京都市下京区烏丸通七条下る東塩小路町721-1 京都タワーサンド,JR「京都駅」新幹線中央口より徒歩4分 / 中央口より徒歩3分 / 地下東口より直結徒歩2分京都市営地下鉄「京都駅」北改札より直結徒歩2分近鉄「京都駅」近鉄改札口より徒歩8分,9:00～21:00,https://www.kataoka.com/tsujiri/shop/kyoto/shops.html#kyoto-towersand,施設に準ずる,アイスクリーム ドリンク
大谷園茶舗,自家製にこだわりをもった創業90年の老舗の宇治茶カフェ。宇治茶カフェ認定店であり日本茶インストラクターがお店にいる。数種類のパフェ、ソフトクリーム、ドリンクが味わえ、お茶淹れ体験もできる。,050-5592-1774,〒605-0971 京都府京都市東山区今熊野椥ノ森町７,市バス「泉涌寺道」下車徒歩2分京阪・JR「東福寺」駅下車徒歩１０分,9：30～18：00(L.O.17:00),https://www.kyoto-ujicha.net/teacafe/,日曜,パフェ アイスクリーム ドリンク
よーじやカフェ 祇園店 ,あぶらとり紙で有名なよーじやのカフェ。花街・祇園の真ん中にある。有名なマークが描かれたパフェやカプチーノ、スムージなどが楽しめる。,075-746-2263,〒605-0073 京都市東山区祇園町北側266番地 井澤ビル2F,京阪「祇園四条駅」下車四条通りを東へ徒歩5分,11:00～19:00（L.O 18:30）,https://yojiyacafe.com/shop/gion/,無休,パフェ ドリンク
よーじやカフェ 嵯峨野嵐山店 ,あぶらとり紙で有名なよーじやのカフェ。有名なマークが描かれたパフェやカプチーノ、スムージなどが楽しめる。テイクアウトメニューにクレープ、カップスイーツ、アイスクリームなどが食べられる。,075-865-2213,〒616-8375 京都市右京区嵯峨天龍寺立石町2,JR山陰本線 「嵯峨嵐山駅」 西へ徒歩10分 京都駅から市バス［28］「野々宮バス停」前京福電車（嵐電）「嵐山駅」北へ徒歩10分,10:00～18:00（L.O 17:30）テイクアウトメニュー10:00～17:30,https://yojiyacafe.com/shop/sagano/,無休,パフェ ドリンク アイスクリーム クレープ
よーじやカフェ 京都駅前地下街ポルタ店,あぶらとり紙で有名なよーじやのテイクアウト専門店。クレープ、カップスイーツ、アイスクリーム、ドリンクなどが楽しめる。,075-366-4698,〒600-8216 京都市下京区烏丸通塩小路下る東塩小路町902番地 京都駅前地下街ポルタ「きょうこのみ」内,ＪＲ「京都駅」烏丸中央口より徒歩約5分/京都市営地下鉄烏丸線「京都駅」4出口より徒歩すぐ,10:00～20:30,https://yojiyacafe.com/shop/porta/,無休,クレープ アイスクリーム ドリンク
京煎堂 祇園本店,創業90年の京都の煎餅・和菓子・和スイーツ店のカフェ。煎餅がトッピングされている抹茶パフェが一番人気。他にもわらび餅、シフォンケーキ、プリンパフェなどが他に食べられる。,075-541-1141,〒605-0074 京都府京都市東山区祇園町南側５６５−１,京阪本線「祇園四条駅」6番出口から徒歩4分阪急京都本線「河原町駅」1B出口から徒歩7分,10:30～20:00 (L.O.19:30),https://kyosen.do/,年中無休,パフェ ケーキ ぷるぷるスイーツ
