name,description,address,access,business_hours,holiday,phone_number,homepage,area
出世稲荷神社,寛文年間（1661〜73）、豊臣秀吉が聚楽第の中に祀っていた稲荷社を移したのが始まりと伝わる。倉稲魂命らを祀り、立身出世を遂げた秀吉にあやかって「出世稲荷」と称される。出世開運の信仰を集め、堂本印象筆の「登り竜」の天井図や、尾上松之助寄進の石鳥居などで知られた。平成22年に洛中から大原の地へ移転した。,京都市左京区大原来迎院町148,市バス「大原」下車,-,-,075-744-4070,-,京都市左京区
春光院,妙心寺の塔頭。天正18年（1590）、豊臣三中老の一人・堀尾吉晴が、若くして亡くなった長男・金助の菩提を弔うために創建した。当初は俊巌院と号したが、のち姻戚の石川氏が檀越となって春光院と改めた。南蛮寺（京都の教会）の遺品と伝わる「南蛮寺の鐘」を所蔵することで知られる。狩野永岳の襖絵や枯山水庭園も伝える。,京都市右京区花園妙心寺町42,JR「花園」下車、徒歩約12分市バス「妙心寺北門」下車、徒歩約3分,-,不定休,075-462-5488,https://shunkoin.com,京都市右京区
正行院輪形地蔵,浄土宗の寺院で、「猿寺」の通称で知られる。開山の円誉上人が北山で念仏修行をしていた折、災難除けと仏縁のため「南無阿弥陀仏」の名号を書いて授けたお守りのおかげで、一匹の猿が危難を逃れたという故事に由来する。旅の安全や災難除けの信仰を集め、境内の輪形地蔵は車輪に縁のある地蔵として旅人に親しまれてきた。,京都市下京区東洞院通塩小路下ル東入,JR「京都」駅下車市バス「京都駅前」下車、徒歩3～5分,-,-,075-351-7885,-,京都市下京区
聖護院門跡,本山修験宗の総本山で、全国の山伏を束ねる修験道の中心寺院。寛治4年（1090）、白河上皇の熊野参詣で先達を務めた増誉僧正が、その賞として賜った寺に始まり、聖体護持の意から聖護院と名づけられた。代々法親王が住持を務めた門跡寺院。天明の大火では仮皇居ともなった。光格天皇遺愛の品や狩野派の障壁画を伝える。,京都市左京区聖護院中町15,市バス「熊野神社前」下車、徒歩約3分京阪電車「神宮丸太町」駅下車、徒歩約10分,9：30～16：30,不定休,075-771-1880,https://www.shogoin.or.jp,京都市左京区
相国寺,臨済宗相国寺派の大本山。室町三代将軍・足利義満が発願し、明徳3年（1392）に完成、夢窓国師を開山とした。禅宗寺院を統べる僧録司が置かれ、五山文学の中心として栄えた。金閣寺・銀閣寺はともに当寺の山外塔頭にあたる。たびたびの火災に見舞われたが再建を重ねた。法堂（重文）は現存最古の法堂建築で、天井の「鳴き龍」で名高い。,京都市上京区今出川通烏丸東入相国寺門前町701,地下鉄「今出川」駅下車、徒歩約8分市バス「同志社前」下車、徒歩約6分,10：00～16：30（最終受付16：00）,法要等により休止日あり,075-231-0301,https://www.shokoku-ji.jp/,京都市上京区
常寂光寺,日蓮宗の寺院で、慶長年間、本圀寺の日禛上人が隠棲所として小倉山の中腹に開いた。仏が住む清浄な世界「常寂光土」に遊ぶような風情から、この名がつけられた。茅葺きの仁王門や、檜皮葺の優美な多宝塔（重文）が建ち、嵯峨野を見下ろす。藤原定家の小倉百人一首ゆかりの地ともされる。嵯峨野でも屈指の紅葉の名所として名高い。,京都市右京区嵯峨小倉山小倉町3,京福電車「嵐山駅」下車、徒歩約25分市バス・京都バス「嵯峨小学校前」下車、徒歩約15分阪急電車「嵐山駅」下車、徒歩約35分,9：00～17：00（受付終了16：30）,無休,075-861-0435,http://www.jojakko-ji.or.jp/,京都市右京区
浄土宗大本山清浄華院,浄土宗の大本山の一つ。貞観2年（860）、清和天皇の勅願により慈覚大師円仁が開いた禁裏内道場を起源とすると伝わる。のち後白河・高倉・後鳥羽の三天皇に帰依された法然上人がこの道場を賜り、浄土宗の寺に改めたとされる。室町期には皇室・公家・幕府の帰依を得て栄えた。寺宝に国宝「泣不動縁起絵巻」を伝える。,京都市上京区寺町通広小路上ル北ノ辺町395,市バス「府立医大病院前」下車、徒歩約5分,9：00～16：30,無し。ただし法要中はご遠慮頂きます。,075-231-2550,http://www.jozan.jp/,京都市上京区
常照寺,鷹峯にある日蓮宗の寺院で、元和2年（1616）、日乾上人が本阿弥光悦の寄進した土地に開いた。学僧を育てる檀林（学寮）「鷹峰檀林」として栄えた。寛永のころ、名妓として知られた二代目・吉野太夫が帰依し、朱塗りの山門を寄進した。これが現存の「吉野門」で、太夫の墓や遺愛の茶室「遺芳庵」が残る。毎春の吉野太夫花供養でにぎわう。,京都市北区鷹峰北鷹峰町1,市バス「源光庵前」下車、徒歩約2分,-,-,075-492-6775,http://tsakae.justhpbs.jp/joshoji/toppage.html,京都市北区
正伝寺,鎌倉時代、東巌慧安が一条今出川に開いた寺院を起源とし、弘安5年（1282）に西賀茂の現在地へ移った臨済宗南禅寺派の寺院。本堂（重文）は伏見城の御成御殿を移したもので、廊下には関ヶ原前夜の戦いを伝える血天井が残る。狩野山楽筆の襖絵を伝え、比叡山を借景とした白砂と皐月の枯山水庭園は「獅子の児渡し」と呼ばれ名高い。,京都市北区西賀茂北鎮守庵町72,市バス「神光院前」下車、徒歩約15分,-,-,075-491-3259,http://shodenji-kyoto.jp/,京都市北区
浄土院＜上京区＞,浄土宗の寺院で、「湯沢山茶くれん寺」の通称で知られる。もと近隣の般舟院の隠居所として開かれた。豊臣秀吉が北野大茶湯へ向かう途中に立ち寄って茶を所望した際、住職が自らの未熟な点前を恥じ、二杯目からは白湯ばかりを差し出したという逸話に由来する。本尊は阿弥陀如来。,京都市上京区今出川通千本西入南上善寺町179,市バス「千本今出川」下車、徒歩約2分,-,-,075-461-0701,http://jodoin.hotcom-web.com/wordpress/,京都市上京区
浄土院＜左京区＞,浄土宗の寺院で、五山送り火の「大文字（如意ヶ嶽）」を守り伝える寺として知られ、「大文字寺」とも呼ばれる。享保7年（1722）の建立。もとこの地にあった天台宗の浄土寺は応仁の乱で焼け、その跡地に足利義政が東山殿（のちの銀閣寺）を営んだため、浄土寺の名を継ぐ寺として塔頭を統合して建てられたと伝わる。,京都市左京区銀閣寺町30,市バス「銀閣寺道」下車、徒歩約10分,9：00～16：30,無休,075-771-5158,-,京都市左京区
桂離宮,1615年（元和元）智仁親王（初代八条宮）が造営に着手。約47年後の智忠親王（2代）の代にほぼ完成した別荘。約6万9400㎡の敷地に、古書院、中書院、新御殿を主に、池のまわりに書院、茶亭を配し、庭と建築の構成、融合が見事。離宮建築最高の技法と、日本庭園美の集大成といわれる。,京都市西京区桂御園,阪急電鉄「桂」下車、徒歩約20分市バス「桂離宮前」下車、徒歩約15分,-,月曜日（祝日の場合は翌日）、年末年始（12/28～1/4）、行事等が行われる日,075-211-1215（宮内庁京都事務所参観係）,http://sankan.kunaicho.go.jp/,京都市西京区
勝林院,大原にある天台宗の寺院で、声明の根本道場。長和2年（1013）、寂源法師が国家安穏を願って創建し、山号を魚山と号して天台声明を興隆した。文治2年（1186）、法然を招いて諸宗の学僧と浄土の教えを論じ合った「大原問答」が行われた地として名高い。本尊の阿弥陀如来は「証拠の阿弥陀」と呼ばれ、声明ゆかりの古刹である。,京都市左京区大原勝林院町187,京都バス「大原」下車、徒歩約15分,9：00～16：30,無休,075-744-2409,-,京都市左京区
松林寺,浄土宗の寺院で、慶長13年（1608）の創建。開基の清印が重病の母の平癒を祈ると薬師如来が現れ、婦人病や安産に効く秘薬の処方を授けられたという伝説に由来し、戦前まで寺で薬が売られていた。寺地は豊臣秀吉が築いた聚楽第の外堀跡、また平安京大極殿跡と推定されている。,京都市上京区智恵光院通出水下ル分銅町575,市バス「千本出水」下車、徒歩約5分,-,-,075-841-5880,-,京都市上京区
青蓮院門跡,天台宗の門跡寺院で、京都五箇室門跡の一つ。比叡山上にあった伝教大師ゆかりの住坊「青蓮坊」を起こりとし、平安後期に天台座主・行玄が東山の地に里坊を構えて青蓮院と称した。歴代、皇族や摂関家の子弟が住持を務めた。国宝「青不動明王二童子像」を伝え、相阿弥作と伝わる池泉回遊式庭園や、青く照らされる春秋のライトアップで名高い。,京都市東山区粟田口三条坊町69-1,地下鉄東西線「東山」駅下車、徒歩約5分市バス「神宮道」下車、徒歩約3分,9：00～17：00（受付終了16：30）,無休,075-561-2345,http://www.shorenin.com/,京都市東山区
白峯神宮,保元の乱に敗れて讃岐に配流された崇徳天皇と、淳仁天皇を祀る神社。孝明天皇の遺志を継いだ明治天皇が、慶応4年（1868）、蹴鞠と和歌の宗家・飛鳥井家の邸宅跡に創建した。境内の地主社に祀る「精大明神」は飛鳥井家ゆかりの鞠の守護神で、サッカーや野球などスポーツ上達の神として信仰を集め、各種競技の公式球が数多く奉納されている。,上京区今出川通堀川東入飛鳥井町261,市バス堀川今出川下車すぐ,-,-,075-441-3810,http://shiraminejingu.or.jp/,京都市上京区
神光院,真言宗の寺院で、「西賀茂の弘法さん」として親しまれる。建保5年（1217）、上賀茂神社の神託を受けて慶円が創建したと伝わる。本尊の弘法大師像は、空海が42歳の厄年に自ら刻んだと伝え、厄除け・眼病祈祷の大師として信仰を集める。東寺・仁和寺と並ぶ京都三大弘法の一つ。幕末の歌人・大田垣蓮月が晩年を過ごした茶所が残る。,京都市北区西賀茂神光院町120,市バス「神光院前」下車、徒歩約3分,-,-,075-491-4375,-,京都市北区
真正極楽寺（真如堂）,天台宗の寺院で、「真如堂」の名で親しまれる。永観2年（984）、戒算上人が比叡山常行堂の阿弥陀如来像を神楽岡に移して開いた。応仁の乱などで各地を転々とし、元禄6年（1693）に現在地へ落ち着いた。本尊の阿弥陀如来は、うなずいて衆生を救うと伝わる「うなずきの弥陀」。運慶願経の法華経（国宝）や、優美な三重塔、紅葉の名所として名高い。,京都市左京区浄土寺真如町82,市バス「真如堂前」または「錦林車庫前」下車、西側へ徒歩約8分,9：00～16：00,行事に伴い不定期,075-771-0915,https://shin-nyo-do.jp/,京都市左京区
隨心院,正暦2年（991）、真言宗小野流の祖・仁海僧正が開いた曼荼羅寺を起源とする、真言宗善通寺派の大本山。仁海は雨乞いの祈祷をたびたび成功させ「雨僧正」と称された。この地は小野氏の根拠地で、絶世の美女とうたわれた小野小町ゆかりの寺として知られ、化粧井戸や文塚などの遺跡が残る。3月の梅園と、小町伝説を主題とした「はねず踊り」、極彩色の襖絵でも人気を集めている。,京都市山科区小野御霊町35,地下鉄東西線「小野」駅下車、徒歩約5分,9：00～16：30,-,075-571-0025,http://www.zuishinin.or.jp/,京都市山科区
瑞泉寺,1611年（慶長16）角倉了以が豊臣秀次とその一族の菩提を弔うため建立した寺。浄土宗西山禅林寺派。豊臣秀吉から関白の位を譲られ聚楽第に住した秀次が、謀反の疑いをかけられて1595年（文禄4）に高野山で自刃させられた後、その子供5名と妻妾34名の計39名の一族が三条河原の南西詰めで処刑された。瑞泉寺に伝わる絵縁起によれば、一族の遺骸を埋葬した処刑場の地には大きな塚が築かれ、塚の頂上には秀次の首を納め「秀次悪逆塚」と刻した石塔を据えて往来人への見せしめにしたと云う。16年後、角倉了以が高瀬川の開削の際に荒廃した塚と石塔を発見して大層に心を痛め、僧桂叔と相談、碑面から「悪逆」の2字を削り新たに墓域を整備して墓碑を立て側に一宇を建立し慈舟山瑞泉寺と号した。境内の西南隅にその墓域が見られる。本堂に了以と長男の角倉素庵の像を安置する。,京都市中京区木屋町通三条下ル石屋町114,地下鉄「市役所前」駅下車、徒歩約4分京阪電車「三条」駅下車、徒歩約3分市バス「河原町三条」下車、徒歩約3分阪急電車「京都河原町四条」駅下車、徒歩約10分,8：00～17：00,無休（閉門の日は参詣できません）,075-221-5741,-,京都市中京区
瑞峯院,大徳寺塔頭で、キリシタン大名として知られる豊後の大友宗麟が、天文4年（1535）に自らの菩提寺として創建した。本堂・唐門・表門（ともに重文）は創建当時のもの。荒波に見立てた砂紋が雄大な枯山水「独坐庭」と、石組を十字架の形に配した「閑眠庭」で知られ、作庭は重森三玲による。茶席「安勝軒」も伝わる。,京都市北区紫野大徳寺山内,市バス「大徳寺」下車、徒歩約5分,-,-,075-491-1454,-,京都市北区
須賀神社,素戔嗚尊・櫛稲田姫命の夫婦神を祀る神社で、もと西天王社と称し、現在の平安神宮蒼龍楼付近に鎮座したと伝わる。のち吉田神楽岡を経て現在地へ遷座した。縁結び・良縁の神として信仰を集める。節分には、平安装束に覆面姿の「懸想文売り」が現れ、縁結びや美容のお守りとされる懸想文（恋文）を授けることで名高い。,京都市左京区聖護院円頓美町1,市バス「熊野神社」下車、徒歩約5分,9：00～17：00,無休,075-771-1178,-,京都市左京区
崇道神社,奈良後期、桓武天皇の弟・早良親王を祀る神社。早良親王は藤原種継暗殺事件に連座して幽閉され、無実を訴えながら世を去った。その後、都に疫病や災いが続いたのは親王の祟りとされ、「崇道天皇」の追号を贈って霊を慰めたのが起こりと伝わる。御霊信仰ゆかりの社として、上高野の地に静かに鎮座する。,京都市左京区上高野西明寺山町34,叡山電車「三宅八幡」駅下車、徒歩約8分市バス・京都バス「上橋」下車、徒歩約2分,-,-,075-722-1486,-,京都市左京区
清閑寺,延暦21年（802）、紹継法師の開創と伝わる寺院。高倉天皇の寵愛を受けた小督局がこの地で尼となったと伝え、山門を入った所にその供養塔が立つ。境内の「要石」から眺めると、京の市街が扇を広げたように見えるという。紅葉の名所として静かに親しまれている。,京都市東山区清閑寺歌の中山町3,京阪バス「清閑寺山ノ内町」下車、徒歩約10分,8：00～16：00,不定休,075-561-7292,-,京都市東山区
誓願寺,誓願寺は京都の中心地、新京極通りのど真ん中にある「浄土宗西山深草派」の総本山です。創建は、はるか飛鳥時代まで遡り、その長い歴史の変遷の中、「法然上人」「西山国師」「立信上人」と続く浄土門の聖地として…、また深い山間ではなく、「街の中にあるお寺」、「暮らしに密着した信仰の場＝念仏道場」として人々に愛され続けてまいりました。そのためか誓願寺にゆかりの深い歴史上の人物も大変多く、ことに「清少納言」「和泉式部」「松の丸殿」といった女性たちからの深い信仰を集めたため「女人往生の寺」とも称され、そのほかにも落語の祖と呼ばれる「策伝上人」や謡曲「誓願寺（世阿弥作）」に謡われるなど、落語発祥の寺、芸道上達の寺としても広く信仰を集めております。,京都市中京区新京極通三条下ル桜之町453,阪急電車「京都河原町」駅下車、徒歩5分地下鉄東西線「京都市役所前」駅下車、徒歩5分京阪電車「三条」駅下車、徒歩10分,9：00～17：00,-,075-221-0958,http://www.fukakusa.or.jp,京都市中京区
清香山玉泉寺寂光院,天台宗の尼寺で、推古2年（594）に聖徳太子が創建したと伝わる。平家滅亡後の文治元年（1185）、安徳天皇の母・建礼門院徳子がこの寺に入り、わが子と一門の菩提を弔って静かな余生を送ったことで名高い。『平家物語』ゆかりの地として知られる。平成12年の火災で本堂を焼失したが、平成17年に再建された。,京都市左京区大原草生町676,京都バス「大原」下車、徒歩約15分,9：00～17：00※12～2月は16：30まで※1月1日～3日は10：00～16：00まで,年中無休,075-744-3341,http://www.jakkoin.jp,京都市左京区
晴明神社,平安中期の陰陽師・安倍晴明を祀る神社。寛弘4年（1007）、晴明の偉業を称えた一条天皇の命により、その屋敷跡に社殿が建てられたのが始まり。社紋は魔除けの印「五芒星（晴明桔梗）」で、鳥居の扁額にも掲げられる。境内には晴明が念力で湧かせたと伝わる晴明井や、厄除けの桃があり、近くには一条戻橋が架かる。魔除け・厄除けの信仰を集める。,京都市上京区堀川通一条上ル晴明町806,市バス「一条戻橋・晴明神社前」下車すぐ市バス「堀川今出川」下車、徒歩約2分,9：00～17：00（授与所は16:30）,無休,075-441-6460,https://www.seimeijinja.jp,京都市上京区
青龍寺,浄土宗の寺院で、「伽羅観音」で知られる。延暦8年（789）に乙訓郡小塩山に創建された大宝寺に始まり、平安遷都にともない移ったと伝わる。本尊の聖観音像は、唐の徳宗皇帝から桓武天皇に贈られた香木・伽羅を刻んだものと伝え、伽羅観音と呼ばれる。本堂前の「念仏石」は、法然が鉦の代わりに叩いたと伝わり、叩くと澄んだ音がする。,京都市東山区下河原通八坂鳥居前下ル3丁目南町411,市バス「東山安井」下車、徒歩約5分,-,-,075-561-7216,-,京都市東山区
清凉寺,浄土宗の古刹で、「嵯峨の釈迦堂」として親しまれる。源氏物語の光源氏のモデルとも伝わる源融の山荘・棲霞観の跡に建つ。寛和3年（987）、宋から帰った奝然が請来した釈迦如来立像を、弟子の盛算が安置したのに始まる。インド・中国・日本と伝わった「三国伝来」の釈迦像で、像内に絹製の内臓が納められた「生身の釈迦」として名高い。,京都市右京区嵯峨釈迦堂藤ノ木町46,京福電車「嵐山」下車、徒歩約15分市バス・京都バス「嵯峨釈迦堂前」下車、徒歩約1分,【本堂・庭園】9：00～16：00【霊宝館】4･5･10･11月のみ公開9：00～16：00,無休,075-861-0343,http://seiryoji.or.jp/,京都市右京区
赤山禅院,比叡山延暦寺の塔頭で、慈覚大師円仁の遺命により、仁和4年（888）に天台座主・安慧が創建した。本尊は陰陽道の祖神・泰山府君（赤山明神）。京の表鬼門にあたることから、王城鎮守・方除けの神として信仰を集める。商売の「掛け寄せ（集金）」の神としても知られる。拝殿の屋根に鬼門除けの神猿が据えられ、紅葉の名所でもある。,京都市左京区修学院開根坊町18,叡山電車「修学院」駅下車、徒歩約20分市バス「修学院離宮道」下車、徒歩約20分,9：00～16：30,無休,075-701-5181,-,京都市左京区
石峰寺,宝永年間に黄檗宗萬福寺の6世・千呆禅師が創建した黄檗宗の寺院。江戸中期の画家・伊藤若冲が晩年この寺に草庵を結んだことで知られる。若冲は自ら下絵を描いて石工に彫らせ、釈迦の生涯を表した五百羅漢の石像群を裏山に造った。長い歳月を経て苔むし丸みを帯びた羅漢たちは独特の趣をたたえ、境内には若冲の墓も残る。,京都市伏見区深草石峰寺山町26,京阪電車「龍谷大前深草」駅下車、徒歩約5分JR奈良線「稲荷」駅下車、徒歩約10分,-,-,075-641-0792,http://www.sekihoji.com/,京都市伏見区
禅居庵,建仁寺の塔頭で、元弘年間に小笠原貞宗が、中国から渡来した名僧・清拙正澄（大鑑禅師）を開山に迎えて創建した。境内に祀る摩利支天は、清拙が中国から将来したと伝わる秘仏で、開運・勝利の守護神として信仰を集める。猪を神使とすることから境内のあちこちに狛猪が置かれ、「摩利支天の禅居庵」「いのしし寺」として親しまれる。,京都市東山区大和大路通四条下ル4丁目小松町146,市バス「四条京阪南座前」または「東山安井」または「清水道」下車、徒歩約7分京阪電車「祇園四条」駅下車、徒歩7分阪急電車「京都河原町」駅下車、徒歩10分,9：00～17：00,無休,075-561-5556,zenkyoan.jp,京都市東山区
専定寺,浄土宗の寺院で、「烏寺」の通称で知られる。鎌倉初期、専定法師の開創と伝わる。専定が松の木陰で休んでいると、二羽の烏が「今日は熊谷蓮生坊が極楽往生する日だ」と語り合い、南の空へ飛び去ると、同じ刻限に蓮生坊が世を去ったという。烏は熊野権現の使いとされ、この奇瑞にちなんで烏寺と呼ばれるようになった。,京都市東山区本町4-145,市バス「博物館三十三間堂前」下車、徒歩約8分,-,-,075-541-0892,-,京都市東山区
泉涌寺,真言宗泉涌寺派の総本山で、皇室と縁が深く「御寺（みてら）」と呼ばれる。空海が草庵を結んだのを起こりと伝え、建保6年（1218）に月輪大師俊芿が伽藍を造営した際、境内に清泉が湧いたことから泉涌寺と改めた。四条天皇以来、歴代天皇の陵墓が営まれた。楊貴妃観音像や、なだらかに下る大伽藍、御座所庭園などで知られる。,京都市東山区泉涌寺山内町27,JR・京阪電車「東福寺」下車、徒歩約15分市バス「泉涌寺道」下車、徒歩約10分,-,-,075-561-1551,http://www.mitera.org,京都市東山区
禅林寺（永観堂）,浄土宗西山禅林寺派の総本山で、「永観堂」「もみじの永観堂」として名高い。仁寿3年（853）、空海の弟子・真紹が藤原関雄の山荘を寺に改めたのが始まり。のち七世・永観律師の代に念仏道場へと転じた。本尊は、振り返る姿をした珍しい「みかえり阿弥陀」。永観が念仏行道する先を阿弥陀が振り返り導いたという伝説で知られる。秋の紅葉は京都随一とうたわれる。,京都市左京区永観堂町48,地下鉄東西線「蹴上」下車、徒歩約15分市バス「南禅寺・永観堂道」下車、徒歩約3分,9：00～17：00（受付終了16：00）,無休,075-761-0007,http://www.eikando.or.jp/,京都市左京区
宗徳寺,応永年間（1394〜1428）に行阿上人が開いたと伝わる西山浄土宗の寺院。宝徳年間（1449〜1452）、南慶和尚が紀伊から淡島神を勧請して境内に「粟嶋堂」を祀った。淡島神は婦人病平癒や安産・子授けに霊験あらたかとされ、「女人の一生の守り神」として古くから女性の信仰を集めてきた。雛流しの神事でも知られる。,京都市下京区三軒替地町124,JR「京都」駅から西へ徒歩10分,-,-,075-371-2332,http://awashimado.jp/,京都市下京区
双林院,天台宗・毘沙門堂門跡の塔頭で、寛文5年（1665）、毘沙門堂の再興とともに公海大僧正が創建した。本尊に大聖歓喜天（聖天）を祀ることから「山科聖天」の名で親しまれる。聖天は十一面観音とヒンドゥー教のガネーシャ神が一体となった象頭の神で、夫婦和合や商売繁盛の霊験で知られる。明治建立の聖天堂には武田信玄ゆかりと伝わる像など約100体の歓喜天を合祀し、紅葉の名所でもある。,京都市山科区安朱稲荷山町18-1,地下鉄東西線/JR「山科」駅下車、徒歩約20分市バス/京阪バス「山科駅前」下車、徒歩約25分,9：00～17：00,無休,075-581-0036,https://yamashina-syouten.com/,京都市山科区
雙林寺,天台宗の寺院で、金玉山と号する。延暦年間、尾張連定鑑が伝教大師最澄を開基に招いて創建したと伝わる。鳥羽天皇の皇女が入寺するなど栄え、広い境内に多くの塔頭を擁した。西行法師や、和歌の名手・頓阿ゆかりの寺としても知られ、境内には西行を祀る西行堂が残る。円山の地に静かに法灯を伝えている。,京都市東山区下河原鷲尾町527,市バス「祇園」または「東山安井」下車、徒歩約10分,9：00～16：00,無休,075-561-5553,https://www.sourinji.com/,京都市東山区
即成院,泉涌寺の塔頭で、寛治年間（1087〜94）、藤原頼通の子・橘俊綱が伏見の山荘に阿弥陀如来と二十五菩薩像を安置し、即成就院と称したのが始まり。明治35年（1902）に現在地へ移った。本尊の阿弥陀如来と二十五菩薩像（重文）は、来迎の様子を表す群像として名高い。扇の的で名高い弓の名手・那須与一ゆかりの寺で、本堂裏に墓が伝わる。,京都市東山区泉涌寺山内町28,JR・京阪電車「東福寺」駅下車、徒歩約5分市バス「泉涌寺道」下車、徒歩約3分（300メートル）,9：00～16：00,無休,075-561-3443,-,京都市東山区
旧嵯峨御所大本山大覚寺,真言宗大覚寺派の本山で、「嵯峨御所」として知られる門跡寺院。貞観18年（876）、嵯峨天皇の離宮「嵯峨院」を寺に改めたのが起こり。代々、天皇や皇族が住持を務めた。南北朝の和議「明徳の和約」が結ばれた地でもある。日本最古の人工池とされる大沢池や、嵯峨天皇ゆかりの般若心経、華道嵯峨御流の総司所としても名高い。,京都市右京区嵯峨大沢町4,市バス・京都バス「大覚寺」下車、徒歩すぐJR山陰本線「嵯峨嵐山」駅北口下車、徒歩約20分,9：00～17：00（受付終了16：30）,寺内諸行事などにより、不定期で可能性有り,075-871-0071,https://www.daikakuji.or.jp/,京都市右京区
退耕庵,東福寺の塔頭で、貞和2年（1346）の創建。応仁の乱で荒れたが、慶長年間に毛利氏の外交僧として知られる安国寺恵瓊が再興した。現存の客殿は関ヶ原の戦いの前年に建てられたもので、石田三成らが密議を交わしたと伝わる「作夢軒」が残る。小野小町に寄せられた恋文を胎内に納めて造ったという「玉章地蔵」や、小町百歳の像でも知られる。,京都市東山区本町15丁目793,京阪電車「東福寺駅」下車、徒歩約5分市バス「東福寺」下車、徒歩約2分JR「東福寺駅」下車、徒歩約5分,9：00～16：00,-,075-561-0667,-,京都市東山区
醍醐寺,真言宗醍醐派の総本山で、貞観16年（874）に理源大師・聖宝が醍醐山に開いた古刹。山上に湧く「醍醐水」にちなんで寺名が付けられ、山上山下にまたがる広大な伽藍を誇る。醍醐・朱雀・村上の三代の天皇をはじめ、貴族や武士の篤い信仰を受けて発展し、豊臣秀吉が催した「醍醐の花見」でも知られる。京都最古の木造建築である五重塔が現存し、1994年には世界文化遺産に登録された。,京都市伏見区醍醐東大路町22,京阪バス「醍醐寺前」下車すぐ地下鉄「醍醐」駅下車、徒歩10分,9：00～17：00※12月第1日曜翌日～2月末日は9：00～16：30（受付終了：閉門時間30分前）,無休,075-571-0002,https://www.daigoji.or.jp/,京都市伏見区
大将軍八神社,桓武天皇が平安京遷都の際、王城の北西を守るため星神・大将軍を勧請したのが起こりと伝わる神社。方位を司る神として、方除け・厄除けの信仰を集める。社名の「八神」は、暦の吉凶を司る八柱の神を祀ることに由来する。方徳殿には、平安〜鎌倉期の大将軍神像80体（重文）や、陰陽道の安倍家に伝わる古天文資料が収められている。,京都市上京区一条通御前西入48,京福電車「北野白梅町」下車、徒歩約7分市バス「北野天満宮前」または「北野白梅町」下車、徒歩約5分,9：00～17：00,無休（方徳殿を除く）,075-461-0694,http://www.daishogun.or.jp/,京都市上京区
大心院,妙心寺の塔頭。明応元年（1492）、管領・細川政元が景堂和尚を開山として創建した。のち細川幽斎が再興した。本堂南の「切石の庭」や、大書院前の枯山水「阿吽庭(あうんてい)」が知られ、阿吽庭は白砂・苔・石組によって、龍が天に昇ろうとする姿を表現したものという。宿坊も営み、静かに参拝者を迎える。,京都市右京区花園妙心寺57,JR「花園」下車、徒歩約8分市バス「妙心寺北門前」または「妙心寺前」下車、徒歩約3分,-,-,075-461-5714,-,京都市右京区
退蔵院,妙心寺の塔頭で、応永11年（1404）、波多野出雲守重通が創建した。日本最古の水墨画とされる、画僧・如拙筆の国宝「瓢鮎図（ひょうねんず）」を所蔵することで名高い。ぬるぬるした鮎をつるつるの瓢箪で捕らえるという禅の公案を描いたもの。狩野元信の作と伝わる枯山水庭園（名勝・史跡）や、昭和の名園「余香苑」の枝垂桜でも知られる。,京都市右京区花園妙心寺町35,JR「花園」下車、徒歩約7分,9：00～17：00,なし,075-463-2855,http://www.taizoin.com/,京都市右京区
大通寺,源実朝の夫人・本覚尼が夫の菩提を弔うために建立。北条政子も寺領を寄進し、足利氏も源氏ゆかりの寺として保護につとめ、豊臣、徳川氏もこれらにならったという。現在、本堂に本尊宝冠釈迦如来座像と、脇壇に源実朝像を安置する。門内右の五輪石塔は‘十六夜日記’の作者、阿仏尼の墓と伝える。（一般非公開）建立：1222年頃（鎌倉時代）,京都市南区大宮通九条下ル西九条比永城町1,近鉄電車「東寺」駅下車、徒歩約5分市バス「九条大宮」下車、徒歩約3分地下鉄烏丸線「九条」駅下車、徒歩10分,-,一般非公開,075-691-1439,https://www.kyoto-daitsuji.com,京都市南区
大徳寺,臨済宗大徳寺派の大本山で、龍宝山と号する。鎌倉末期の正和4年（1315）、播磨守護・赤松円心の帰依を受けた大燈国師宗峰妙超が開いた。花園・後醍醐両天皇の崇敬を得て栄え、五山の上に列せられた。応仁の乱で荒れたが一休宗純が復興。秀吉が信長の葬儀を営んで以来、武将らが競って塔頭を建てた。「大徳寺の茶面」と称され茶の湯ゆかりの寺。,京都市北区紫野大徳寺町53,市バス「大徳寺前」下車、徒歩約10分,-,-,-,http://www.rinnou.net/cont_03/07daitoku/,京都市北区
峰定寺,大悲山の中腹にある本山修験宗の寺院。久寿元年（1154）、観空西念が鳥羽上皇の支援を得て創建した修験道場で、奈良の大峰山に対して「北大峰」と呼ばれる。崖に懸造で張り出した本堂（重文）は、わが国最古の舞台造り建築とされる。春のシャクナゲ、秋の紅葉が美しい。雨天や冬期は入山できない山深い行場である。,京都市左京区花背原地町772,京都バス「大悲山口」下車、徒歩約30分,-,-,075-746-0036,-,京都市左京区
大報恩寺（千本釈迦堂）,真言宗智山派の寺院で、「千本釈迦堂」の名で親しまれる。安貞元年（1227）、義空上人が開創した。本堂（国宝）は創建当時のままで、応仁の乱の戦火をも免れた洛中最古の木造建築。本堂の棟上げの際、棟梁の窮地を妻「おかめ」が機転で救い、その後夫の名誉のため命を絶ったという伝説が残り、おかめ信仰の寺として知られる。快慶作の十大弟子像なども伝える。,京都市上京区今出川七本松上ル,市バス「上七軒」下車、徒歩約3分,-,-,075-461-5973,http://www.daihoonji.com/,京都市上京区
